Open,High,Low,Close,Volume,SMA_10,SMA_50,EMA_20,RSI_14,Volume_SMA_20,Volatility,Target_Next_Close
124.66,125.5,123.67,123.87,650168,123.29,119.39,122.09,54.43,2140805.0,0.2348,125.15
125.56,125.63,124.47,125.15,832988,123.71,119.57,122.38,57.6,1989901.0,0.2367,125.11
124.4,127.13,123.44,125.11,1915288,124.28,119.68,122.64,61.57,2069427.0,0.2346,125.7
125.58,127.15,124.34,125.7,1432561,124.76,119.77,122.93,64.4,1858124.0,0.234,123.66
123.66,124.17,121.48,123.66,1052362,124.77,119.83,123.0,58.17,1843709.0,0.2428,128.34
128.73,128.79,127.56,128.34,1191117,125.17,119.94,123.51,62.94,1847580.0,0.271,128.66
129.09,129.41,128.66,128.66,549949,125.24,120.07,124.0,67.06,1823758.0,0.2686,128.93
128.46,130.12,127.34,128.93,363020,125.48,120.28,124.47,65.35,1799494.0,0.2675,130.41
130.46,133.43,127.94,130.41,2150496,126.09,120.55,125.04,63.86,1767945.0,0.2609,131.42
131.72,131.74,129.91,131.42,2094792,127.13,120.9,125.64,64.11,1847107.0,0.258,131.93
132.89,133.0,131.69,131.93,4272012,127.93,121.27,126.24,59.03,1981439.0,0.258,130.44
130.9,131.37,127.96,130.44,639208,128.46,121.62,126.64,58.83,1969180.0,0.263,131.43
131.95,133.77,131.23,131.43,2093299,129.09,121.92,127.1,67.27,2041164.0,0.2552,135.26
135.32,136.28,134.87,135.26,958413,130.05,122.29,127.88,83.26,1613144.0,0.2679,138.09
139.06,139.92,138.04,138.09,3116995,131.49,122.72,128.85,83.27,1684915.0,0.2677,141.5
141.79,142.19,140.76,141.5,2723886,132.81,123.19,130.05,84.79,1722898.0,0.2761,140.49
139.88,141.9,137.59,140.49,1423981,133.99,123.72,131.05,81.43,1644681.0,0.2668,138.49
139.46,140.2,138.07,138.49,916553,134.94,124.19,131.76,74.71,1671222.0,0.2696,138.29
138.78,139.59,136.68,138.29,2594088,135.73,124.64,132.38,80.46,1556638.0,0.2572,138.48
138.17,139.69,137.52,138.48,2017810,136.44,125.13,132.96,75.96,1649449.0,0.23,140.84
140.5,141.32,140.01,140.84,695542,137.33,125.64,133.71,78.24,1651718.0,0.2251,137.38
137.58,139.28,135.66,137.38,415717,138.02,126.06,134.06,67.06,1630854.0,0.25,140.64
140.96,141.57,140.12,140.64,954720,138.95,126.56,134.69,69.27,1582826.0,0.258,140.38
140.51,140.95,139.93,140.38,4042326,139.46,127.03,135.23,67.36,1713314.0,0.2594,139.55
139.77,140.7,138.7,139.55,3009214,139.6,127.41,135.64,64.59,1811157.0,0.2503,137.52
138.68,139.44,136.68,137.52,493924,139.2,127.73,135.82,63.28,1776297.0,0.2306,134.21
134.93,138.08,133.79,134.21,472500,138.58,127.98,135.66,54.8,1772425.0,0.2506,135.95
136.08,136.65,135.53,135.95,3334212,138.32,128.28,135.69,51.28,1920984.0,0.2535,136.16
136.8,138.14,134.73,136.16,484799,138.11,128.61,135.74,46.04,1837700.0,0.2514,133.62
132.93,135.78,132.51,133.62,1807465,137.62,128.86,135.54,33.17,1823333.0,0.2611,131.12
131.38,134.35,131.07,131.12,734645,136.65,129.09,135.11,31.17,1646465.0,0.2699,130.52
131.7,132.56,129.37,130.52,4384718,135.97,129.31,134.68,33.04,1833740.0,0.2673,133.9
133.75,134.04,131.83,133.9,649306,135.29,129.6,134.6,41.76,1761541.0,0.2815,133.44
132.88,133.69,131.97,133.44,3001699,134.6,129.87,134.49,40.65,1863705.0,0.2615,130.53
130.11,131.99,129.41,130.53,1394277,133.7,130.07,134.12,31.25,1777569.0,0.2589,130.12
129.41,130.78,128.4,130.12,1471445,132.96,130.22,133.74,35.14,1714947.0,0.2379,129.65
129.14,131.33,127.29,129.65,248637,132.5,130.38,133.35,24.62,1656180.0,0.2376,124.58
124.34,125.96,123.79,124.58,206420,131.36,130.45,132.51,20.14,1620673.0,0.2667,124.54
123.66,124.57,122.73,124.54,1008069,130.2,130.55,131.75,20.76,1541372.0,0.2669,124.17
124.18,125.78,123.07,124.17,1465233,129.26,130.66,131.03,22.2,1513743.0,0.266,125.53
126.1,126.33,125.33,125.53,488865,128.7,130.78,130.51,30.34,1503410.0,0.2601,129.13
128.54,129.39,128.28,129.13,503352,128.56,130.94,130.37,35.75,1507791.0,0.2766,131.39
132.39,133.06,131.03,131.39,1884509,128.31,131.18,130.47,40.82,1554281.0,0.2695,130.93
131.27,131.31,130.15,130.93,1886593,128.06,131.38,130.52,44.37,1446494.0,0.2695,128.84
129.5,130.15,128.49,128.84,1077126,127.89,131.49,130.36,45.15,1349890.0,0.2731,133.98
133.54,134.73,132.96,133.98,2244877,128.27,131.68,130.7,56.16,1437437.0,0.3105,134.16
134.74,137.06,132.21,134.16,470070,128.73,131.81,131.03,50.54,1437316.0,0.2985,134.26
133.53,134.6,132.17,134.26,904603,129.69,131.96,131.34,51.66,1315835.0,0.2947,134.28
134.88,135.89,132.63,134.28,4494217,130.67,132.16,131.62,58.67,1516306.0,0.2946,134.74
134.86,135.13,134.62,134.74,1270165,131.73,132.43,131.92,60.69,1489441.0,0.287,134.52
134.89,135.76,134.2,134.52,1330479,132.62,132.65,132.16,61.37,1519233.0,0.278,133.43
132.65,135.02,131.77,133.43,7608352,133.05,132.81,132.29,75.45,1680415.0,0.2793,132.41
131.82,132.71,131.15,132.41,392592,133.16,132.96,132.3,71.41,1667579.0,0.2651,132.41
132.81,133.41,131.5,132.41,2274212,133.3,133.09,132.31,72.87,1631205.0,0.2648,131.4
130.78,131.9,127.95,131.4,4552508,133.56,133.25,132.22,66.61,1789116.0,0.2541,130.07
130.37,131.12,129.32,130.07,927375,133.17,133.28,132.02,53.06,1761913.0,0.2566,130.34
129.45,130.51,128.5,130.34,2392153,132.79,133.32,131.86,46.08,1869088.0,0.2563,129.91
130.46,131.13,128.61,129.91,548193,132.35,133.34,131.67,46.18,1886177.0,0.2104,132.94
132.12,134.71,131.89,132.94,694268,132.22,133.39,131.79,64.32,1870487.0,0.223,127.82
128.18,129.05,127.43,127.82,1636340,131.53,133.31,131.41,28.47,1879042.0,0.2676,130.0
130.4,130.44,129.27,130.0,2278102,131.07,133.28,131.28,37.21,1968504.0,0.2713,132.52
132.05,133.21,131.8,132.52,2948329,130.98,133.32,131.4,45.34,2090753.0,0.261,128.52
128.9,130.58,127.84,128.52,4221507,130.59,133.26,131.12,37.32,2207603.0,0.2763,127.93
128.09,128.59,127.55,127.93,1139434,130.15,133.11,130.82,35.06,2170245.0,0.2765,127.28
126.94,128.35,126.81,127.28,3124826,129.73,132.9,130.48,34.42,2272630.0,0.2713,124.68
124.05,125.5,123.13,124.68,914521,129.19,132.56,129.93,32.32,2206112.0,0.2343,123.3
122.09,124.25,121.33,123.3,2474807,128.49,132.22,129.3,31.86,2306349.0,0.235,121.32
121.53,122.21,121.29,121.32,1419749,127.63,131.87,128.54,29.53,2332106.0,0.238,124.62
123.64,125.72,122.75,124.62,1717778,126.8,131.6,128.17,38.45,2193284.0,0.2636,126.44
126.5,127.37,125.78,126.44,1687580,126.66,131.36,128.0,43.92,2214155.0,0.2704,128.94
128.77,129.2,128.2,128.94,333112,126.55,131.12,128.09,47.81,2164287.0,0.2823,130.41
130.85,131.09,130.08,130.41,489286,126.34,130.98,128.31,50.75,1808334.0,0.2852,128.28
128.09,128.87,127.81,128.28,1305417,126.32,130.73,128.31,42.77,1853975.0,0.2894,127.34
127.13,128.84,126.4,127.34,311818,126.26,130.47,128.22,49.14,1755855.0,0.2901,128.34
128.81,129.53,128.29,128.34,2338379,126.37,130.25,128.23,46.92,1645149.0,0.2912,126.08
126.29,127.33,126.06,126.08,2415084,126.51,130.02,128.02,37.9,1719534.0,0.2955,127.49
127.7,128.38,127.35,127.49,1562404,126.93,129.89,127.97,47.86,1678047.0,0.2988,127.1
127.4,128.21,126.57,127.1,490456,127.5,129.71,127.89,48.26,1675160.0,0.2987,126.45
125.48,127.41,124.55,126.45,3627706,127.69,129.52,127.75,48.26,1821832.0,0.2848,127.87
128.35,129.84,126.07,127.87,6136520,127.83,129.4,127.76,57.03,2046841.0,0.2542,128.79
129.18,129.68,128.07,128.79,1352765,127.82,129.35,127.86,62.36,2000574.0,0.2478,128.16
127.51,128.24,127.02,128.16,1809259,127.59,129.31,127.89,66.38,1943620.0,0.2369,130.47
130.31,130.72,129.58,130.47,1413233,127.81,129.24,128.14,64.73,1803207.0,0.2211,128.44
128.41,129.41,128.17,128.44,1838196,127.92,129.14,128.16,54.97,1838145.0,0.228,129.69
129.61,130.24,129.12,129.69,1092908,128.05,129.12,128.31,52.0,1736549.0,0.2295,130.92
131.14,131.34,130.37,130.92,1169806,128.54,129.14,128.56,51.37,1749313.0,0.2166,130.38
131.31,131.52,129.25,130.38,2481997,128.83,129.15,128.73,56.15,1749673.0,0.2121,131.08
131.79,132.33,130.04,131.08,7853731,129.22,129.28,128.96,61.14,2071372.0,0.2001,128.71
127.86,130.02,126.71,128.71,392363,129.45,129.36,128.93,51.01,2005101.0,0.1949,130.57
130.98,131.11,129.39,130.57,1106762,129.72,129.49,129.09,62.67,1976060.0,0.1947,130.27
131.14,131.63,129.42,130.27,467723,129.87,129.59,129.2,58.36,1982791.0,0.1829,129.32
129.57,130.6,128.09,129.32,4297826,129.98,129.59,129.21,56.47,2173218.0,0.1803,131.44
132.15,133.68,131.28,131.44,751487,130.08,129.59,129.42,63.37,2145521.0,0.1793,130.12
131.43,132.13,127.81,130.12,379056,130.25,129.58,129.49,56.07,2148883.0,0.1812,127.46
128.12,128.71,126.04,127.46,2003787,130.03,129.55,129.3,46.74,2132153.0,0.1946,124.59
124.74,125.32,124.34,124.59,4854656,129.39,129.36,128.85,42.07,2254132.0,0.2011,125.79
126.44,126.57,124.62,125.79,2044938,128.93,129.19,128.56,39.06,2278259.0,0.1999,123.45
123.54,124.93,123.05,123.45,1416696,128.17,128.98,128.07,38.53,2324571.0,0.2098,126.81
126.83,127.32,126.78,126.81,1668295,127.98,128.83,127.95,43.95,2226600.0,0.2323,122.97
122.76,123.91,121.32,122.97,3729827,127.22,128.59,127.48,34.97,2106266.0,0.2521,126.21
127.19,127.23,125.91,126.21,597578,126.82,128.43,127.36,42.84,2068506.0,0.2696,126.67
126.15,127.29,125.07,126.67,1099671,126.55,128.29,127.29,42.36,2033027.0,0.2697,126.55
127.52,128.12,125.1,126.55,837224,126.06,128.17,127.22,45.94,2004226.0,0.2607,125.58
125.9,126.31,124.14,125.58,472459,125.61,128.04,127.06,40.3,1935940.0,0.2564,126.4
125.51,126.76,125.23,126.4,924769,125.5,127.94,127.0,42.62,1927533.0,0.2548,126.39
126.62,126.71,124.41,126.39,2917322,125.68,127.86,126.94,44.21,2014908.0,0.2518,128.56
127.21,128.6,126.75,128.56,1892258,125.96,127.83,127.1,44.33,1985421.0,0.2602,128.85
129.25,131.72,127.77,128.85,2013627,126.5,127.81,127.26,47.39,1693416.0,0.2595,129.2
129.78,131.01,129.12,129.2,1352114,126.74,127.73,127.45,53.95,1741404.0,0.2514,128.57
128.18,129.31,126.4,128.57,1827864,127.3,127.75,127.55,60.06,1777459.0,0.2463,128.52
128.6,128.71,127.64,128.52,633824,127.53,127.72,127.65,57.34,1785764.0,0.2463,129.18
130.44,131.49,128.59,129.18,938832,127.78,127.65,127.79,66.88,1617814.0,0.2457,125.97
125.65,126.49,124.56,125.97,1402270,127.72,127.6,127.62,47.5,1650353.0,0.2529,123.51
122.86,123.54,122.53,123.51,1501556,127.52,127.51,127.23,51.74,1706478.0,0.259,124.96
125.88,126.19,122.47,124.96,1553700,127.37,127.46,127.01,45.43,1683974.0,0.2546,125.34
126.57,126.65,124.84,125.34,1076614,127.27,127.48,126.85,45.11,1495072.0,0.2415,125.06
125.06,128.23,123.86,125.06,889185,126.92,127.51,126.68,44.57,1437284.0,0.2392,125.16
125.79,126.0,124.35,125.16,15039896,126.55,127.59,126.54,48.34,2118444.0,0.2291,125.87
126.72,127.21,125.65,125.87,2484121,126.21,127.61,126.47,47.94,2159236.0,0.208,124.92
124.46,126.51,123.42,124.92,1673650,125.85,127.58,126.33,44.64,2056427.0,0.1781,123.53
123.23,123.55,121.47,123.53,997924,125.35,127.48,126.06,30.53,2076444.0,0.1553,123.96
124.72,125.91,122.29,123.96,838210,124.83,127.35,125.86,31.27,2063371.0,0.1552,122.21
123.24,123.29,121.35,122.21,1083123,124.45,127.23,125.51,25.81,2075666.0,0.1619,123.02
123.37,124.4,122.88,123.02,1520064,124.4,127.14,125.27,31.06,2128046.0,0.1629,119.98
119.45,120.44,118.8,119.98,267172,123.91,126.97,124.77,25.77,2095166.0,0.1806,121.91
123.12,123.41,121.31,121.91,342658,123.56,126.89,124.5,30.76,1966433.0,0.1923,122.84
122.51,123.78,122.01,122.84,722515,123.34,126.8,124.34,40.57,1907946.0,0.1825,123.37
123.17,124.15,122.37,123.37,1419352,123.16,126.72,124.25,49.53,1878232.0,0.1834,125.27
125.48,125.52,124.94,125.27,993094,123.1,126.7,124.35,51.02,1860281.0,0.193,128.5
129.5,130.91,125.48,128.5,3923509,123.46,126.71,124.74,58.79,1965063.0,0.2153,130.54
131.09,131.83,129.46,130.54,367354,124.16,126.74,125.29,63.88,1951740.0,0.2224,127.04
127.31,127.84,125.31,127.04,659293,124.47,126.72,125.46,54.08,1937763.0,0.2422,124.69
124.98,125.48,124.3,124.69,4057483,124.72,126.61,125.39,47.62,2070524.0,0.2348,123.59
123.62,123.62,122.04,123.59,1335605,124.77,126.51,125.22,47.33,2062226.0,0.2261,123.7
124.05,124.46,122.22,123.7,2440891,125.15,126.39,125.07,50.36,2106586.0,0.222,124.73
123.15,126.33,122.16,124.73,6205816,125.43,126.27,125.04,51.59,2363046.0,0.2239,123.44
123.26,123.72,122.35,123.44,690351,125.49,126.13,124.89,52.58,2353104.0,0.2267,123.85
124.0,124.13,122.9,123.85,1110752,125.53,125.98,124.79,51.76,1656647.0,0.2271,122.51
121.81,123.58,121.3,122.51,967101,125.26,125.86,124.57,55.84,1580796.0,0.2287,121.45
121.69,122.53,120.96,121.45,251783,124.55,125.68,124.27,48.9,1509702.0,0.2291,118.98
118.86,119.07,118.69,118.98,938166,123.4,125.45,123.77,41.36,1506715.0,0.2366,117.4
118.43,119.48,116.56,117.4,2433521,122.43,125.21,123.16,37.23,1586480.0,0.2391,115.1
116.01,116.24,114.4,115.1,1853287,121.48,124.89,122.4,28.64,1624988.0,0.2434,113.49
113.22,113.7,112.98,113.49,1973396,120.46,124.55,121.55,16.15,1647655.0,0.2437,115.35
115.26,115.73,114.93,115.35,890548,119.63,124.31,120.96,15.5,1678824.0,0.2409,113.78
113.74,114.26,111.97,113.78,711493,118.53,124.09,120.27,16.98,1697266.0,0.2346,118.42
118.15,118.7,115.9,118.42,3319764,118.03,123.95,120.1,35.98,1827128.0,0.2803,119.36
119.47,120.91,119.03,119.36,807861,117.58,123.87,120.03,40.47,1796553.0,0.2816,119.75
119.3,120.98,118.83,119.75,1521588,117.31,123.72,120.0,41.22,1822978.0,0.2752,118.28
117.61,118.91,115.67,118.28,1370474,116.99,123.63,119.84,35.94,1695326.0,0.2565,119.59
119.96,120.65,119.43,119.59,3872355,117.05,123.5,119.81,41.61,1870576.0,0.2521,118.62
118.99,120.2,117.84,118.62,2615929,117.17,123.34,119.7,38.88,1968408.0,0.2384,118.89
118.42,119.53,118.23,118.89,426681,117.55,123.18,119.62,41.94,1786868.0,0.2322,123.61
124.16,124.83,123.32,123.61,465076,118.56,123.14,120.0,54.12,1743342.0,0.274,123.49
123.1,123.87,121.46,123.49,1910982,119.38,123.09,120.33,59.5,1716846.0,0.2741,125.7
125.86,126.86,123.57,125.7,1142272,120.57,123.07,120.85,67.02,1463669.0,0.2799,124.45
124.96,125.21,124.03,124.45,835564,121.17,122.99,121.19,70.01,1470930.0,0.2798,124.44
124.42,125.62,122.3,124.44,2710116,121.68,122.9,121.5,75.2,1550898.0,0.2796,127.86
128.15,128.41,127.57,127.86,1397181,122.49,122.87,122.1,76.85,1572402.0,0.292,126.72
126.4,127.77,124.73,126.72,1254146,123.34,122.84,122.54,78.33,1622520.0,0.2921,130.28
130.15,131.11,129.5,130.28,2244207,124.41,122.87,123.28,77.25,1687822.0,0.2929,131.74
131.6,131.75,131.57,131.74,890833,125.72,122.92,124.09,77.78,1610688.0,0.2857,130.7
130.21,131.72,130.17,130.7,4217761,126.9,123.02,124.72,73.87,1728911.0,0.2747,132.01
131.89,132.69,129.55,132.01,640216,127.74,123.19,125.41,80.15,1662252.0,0.2639,134.01
132.98,134.04,131.73,134.01,2034057,128.79,123.37,126.23,80.74,1719428.0,0.2634,135.34
135.01,137.85,133.82,135.34,3786930,129.75,123.57,127.1,85.09,1873200.0,0.2511,132.25
132.07,133.08,131.2,132.25,399577,130.54,123.71,127.59,75.08,1727190.0,0.2451,130.88
130.72,130.91,129.81,130.88,913767,131.18,123.83,127.9,65.62,1732486.0,0.2514,130.46
130.31,131.72,129.97,130.46,2998929,131.44,123.92,128.15,64.78,1806353.0,0.2529,130.38
130.34,131.53,129.48,130.38,3035223,131.81,124.03,128.36,60.91,1889590.0,0.246,131.67
131.99,135.34,131.5,131.67,1048429,131.95,124.19,128.67,66.81,1748394.0,0.2456,132.09
132.66,132.96,130.82,132.09,668146,131.98,124.35,129.0,67.45,1651005.0,0.2409,129.53
129.11,129.83,129.1,129.53,2583740,131.86,124.5,129.05,53.98,1758858.0,0.2565,130.34
129.55,132.1,129.49,130.34,3099772,131.7,124.65,129.17,58.73,1890592.0,0.2204,131.6
130.92,132.63,130.64,131.6,473671,131.46,124.88,129.4,53.59,1818727.0,0.2213,132.78
132.46,135.71,131.73,132.78,459029,131.2,125.1,129.73,52.87,1784565.0,0.2157,135.02
134.78,135.35,134.33,135.02,1440074,131.48,125.34,130.23,61.17,1814790.0,0.2156,136.79
136.26,137.59,135.19,136.79,1989688,132.07,125.61,130.85,62.07,1778769.0,0.2172,137.8
136.91,138.52,135.67,137.8,946706,132.8,125.86,131.52,60.06,1756245.0,0.2005,137.72
137.41,140.03,136.2,137.72,2070778,133.53,126.04,132.11,56.79,1797077.0,0.1957,134.4
134.52,134.71,133.66,134.4,681390,133.81,126.12,132.33,56.04,1718936.0,0.199,135.34
135.74,136.03,135.24,135.34,221514,134.13,126.29,132.61,62.83,1685470.0,0.1969,135.83
135.45,136.26,134.96,135.83,856730,134.76,126.51,132.92,65.39,1517418.0,0.1939,136.45
136.17,136.58,135.2,136.45,1265003,135.37,126.77,133.26,66.88,1548658.0,0.1919,133.93
133.31,134.21,132.66,133.93,964464,135.61,126.97,133.32,55.88,1495178.0,0.1976,131.84
131.82,132.0,131.61,131.84,475973,135.51,127.11,133.18,49.41,1329630.0,0.2015,134.01
133.44,135.36,131.95,134.01,281385,135.41,127.33,133.26,60.92,1323721.0,0.1938,134.0
134.38,134.9,132.35,134.0,797094,135.13,127.53,133.33,59.28,1317887.0,0.1894,135.44
134.23,137.55,132.54,135.44,2466041,134.9,127.79,133.53,59.65,1291242.0,0.1915,135.56
135.32,137.79,135.02,135.56,3285265,134.68,128.07,133.72,57.4,1303745.0,0.1913,135.69
135.9,136.7,134.36,135.69,3110116,134.81,128.4,133.91,52.02,1406829.0,0.1891,137.69
137.81,138.37,136.64,137.69,626104,135.04,128.81,134.27,52.66,1404727.0,0.1947,136.69
138.53,138.6,135.7,136.69,477841,135.13,129.24,134.5,46.73,1299432.0,0.1812,136.96
137.2,138.73,134.38,136.96,1789251,135.18,129.71,134.73,47.76,1233906.0,0.1808,136.08
135.4,136.85,133.58,136.08,1998844,135.4,130.13,134.86,55.72,1310164.0,0.1814,135.26
135.2,135.55,134.26,135.26,1656364,135.74,130.55,134.9,49.74,1370031.0,0.1812,134.7
133.51,136.42,133.37,134.7,240085,135.81,130.88,134.88,46.15,1310032.0,0.1719,135.22
135.17,136.02,134.18,135.22,601085,135.93,131.2,134.91,45.76,1240602.0,0.1656,134.32
133.76,135.02,133.02,134.32,1174377,135.82,131.49,134.86,51.52,1251985.0,0.1642,136.94
137.57,139.14,136.53,136.94,1775823,135.96,131.86,135.06,69.01,1237237.0,0.18,135.19
134.81,135.64,133.41,135.19,2221839,135.91,132.17,135.07,54.53,1314260.0,0.1638,134.87
134.8,135.69,134.32,134.87,1349713,135.62,132.5,135.05,53.3,1370670.0,0.1621,134.06
133.63,136.11,132.1,134.06,1566927,135.36,132.8,134.96,44.54,1406180.0,0.1628,137.07
138.26,138.99,136.15,137.07,1287087,135.37,133.07,135.16,54.82,1407284.0,0.1816,137.54
137.32,138.42,135.0,137.54,2081283,135.52,133.35,135.38,55.8,1463125.0,0.1678,139.75
141.03,141.38,138.16,139.75,1544626,135.97,133.63,135.8,56.41,1516558.0,0.1629,136.74
137.3,137.57,136.55,136.74,1267541,136.17,133.88,135.89,50.14,1565865.0,0.1765,137.36
137.69,139.15,135.2,137.36,970246,136.38,134.14,136.03,51.09,1574523.0,0.1768,139.27
139.53,140.51,137.62,139.27,1283412,136.88,134.37,136.34,58.17,1515391.0,0.1794,139.52
139.79,140.49,139.51,139.52,1772095,137.14,134.62,136.64,61.21,1439733.0,0.1794,141.84
140.47,142.15,139.86,141.84,1489543,137.8,134.85,137.14,67.2,1358704.0,0.1872,140.81
140.61,140.99,138.37,140.81,1630930,138.4,135.04,137.49,63.15,1408946.0,0.1841,143.89
144.5,144.71,141.78,143.89,3520724,139.38,135.3,138.1,70.43,1561090.0,0.1951,149.01
148.98,150.02,147.94,149.01,1486791,140.57,135.64,139.14,73.28,1545967.0,0.2274,148.28
147.24,148.29,146.58,148.28,715546,141.65,135.92,140.01,76.29,1481802.0,0.2266,147.36
147.33,147.44,146.44,147.36,2438479,142.41,136.16,140.71,74.49,1520908.0,0.2267,150.69
151.97,152.26,149.97,150.69,403140,143.8,136.53,141.66,79.7,1529060.0,0.2331,154.38
155.34,155.44,152.53,154.38,506292,145.5,137.0,142.87,80.18,1524321.0,0.2422,153.25
153.2,154.23,153.19,153.25,1573287,146.9,137.46,143.86,76.77,1544266.0,0.2427,152.36
153.09,154.22,152.15,152.36,1817763,148.19,137.9,144.67,72.5,1546363.0,0.2416,151.79
151.52,153.07,150.99,151.79,444168,149.18,138.3,145.35,79.44,1457480.0,0.2345,148.84
147.57,149.87,147.05,148.84,885356,149.98,138.64,145.68,70.57,1434262.0,0.2499,146.87
146.2,148.27,145.32,146.87,740538,150.28,138.98,145.79,63.59,1392942.0,0.2553,144.75
145.88,146.57,143.42,144.75,814768,149.86,139.27,145.69,58.77,1369326.0,0.2549,143.17
142.97,143.88,142.84,143.17,2558363,149.35,139.5,145.45,52.29,1393180.0,0.2595,143.16
142.99,145.35,142.55,143.16,2116351,148.93,139.71,145.23,54.19,1421767.0,0.2543,143.74
143.52,143.85,142.17,143.74,1184347,148.23,139.88,145.09,49.7,1417607.0,0.2395,147.19
148.6,149.15,146.1,147.19,777027,147.51,140.09,145.29,46.2,1407946.0,0.2514,145.08
146.26,147.15,143.02,145.08,408513,146.7,140.24,145.27,43.67,1364201.0,0.2559,147.31
148.94,150.55,146.63,147.31,3745808,146.19,140.43,145.47,49.9,1462887.0,0.2602,146.91
146.79,147.68,146.49,146.91,1931275,145.7,140.68,145.6,42.03,1484973.0,0.2556,146.88
147.09,148.04,146.13,146.88,683283,145.51,140.91,145.72,31.27,1437591.0,0.2535,148.44
147.32,148.53,146.65,148.44,2138637,145.66,141.16,145.98,38.27,1368487.0,0.245,146.04
147.12,147.92,143.85,146.04,1136906,145.79,141.35,145.99,35.62,1350992.0,0.2172,146.95
146.09,147.12,145.1,146.95,955808,146.17,141.62,146.08,39.16,1363005.0,0.2181,147.39
147.55,148.93,144.51,147.39,1703455,146.59,141.93,146.21,46.35,1326254.0,0.2173,148.56
147.75,149.19,147.23,148.56,664507,147.08,142.22,146.43,54.43,1339323.0,0.203,149.28
148.84,151.88,148.73,149.28,913459,147.28,142.52,146.7,62.85,1359681.0,0.1816,154.96
154.31,155.61,153.72,154.96,1325325,148.27,142.91,147.49,77.16,1347283.0,0.2281,153.56
153.09,154.25,149.99,153.56,806483,148.9,143.27,148.07,72.5,1296719.0,0.2296,152.42
152.01,153.0,150.8,152.42,2053935,149.45,143.61,148.48,68.33,1377207.0,0.2309,151.08
150.66,154.25,149.31,151.08,5364175,149.87,143.88,148.73,59.0,1601148.0,0.2217,149.9
150.52,153.59,148.99,149.9,657737,150.01,144.14,148.84,61.68,1597008.0,0.218,148.54
147.72,149.18,147.69,148.54,317394,150.26,144.37,148.81,53.13,1572139.0,0.2136,151.29
151.46,151.64,149.2,151.29,242463,150.7,144.68,149.05,59.92,1456344.0,0.2166,154.63
155.57,157.04,154.6,154.63,1066214,151.42,145.06,149.58,65.27,1403838.0,0.2267,153.39
152.99,156.26,150.92,153.39,707482,151.9,145.44,149.94,59.86,1379994.0,0.2306,151.56
151.02,152.62,150.83,151.56,1420171,152.13,145.76,150.1,61.27,1412152.0,0.2231,152.71
152.54,153.87,152.18,152.71,1337186,151.91,146.13,150.35,61.65,1458585.0,0.2158,151.53
152.42,152.58,150.78,151.53,333509,151.7,146.42,150.46,58.12,1287970.0,0.2133,153.05
153.2,153.37,151.95,153.05,281557,151.77,146.78,150.7,58.69,1205484.0,0.2147,153.59
153.19,154.18,152.17,153.59,1523843,152.02,147.15,150.98,58.41,1247512.0,0.2146,150.22
150.58,151.57,148.0,150.22,1340218,152.05,147.48,150.91,39.84,1207591.0,0.2286,153.82
152.97,154.67,150.61,153.82,855418,152.58,147.81,151.18,50.51,1193517.0,0.2337,158.1
158.64,160.35,157.77,158.1,319427,153.26,148.22,151.84,59.9,1161698.0,0.25,156.73
157.05,157.15,156.72,156.73,1753480,153.47,148.56,152.31,59.85,1164199.0,0.2539,155.9
155.66,158.0,154.38,155.9,3326794,153.72,148.95,152.65,60.58,1297314.0,0.2549,156.65
155.99,156.89,154.63,156.65,1502116,154.23,149.33,153.03,64.59,1326746.0,0.2549,157.51
156.82,157.56,155.81,157.51,610492,154.71,149.7,153.46,62.02,1291005.0,0.2184,159.16
159.58,159.77,158.49,159.16,1246240,155.47,150.09,154.0,59.36,1312993.0,0.2176,164.11
165.12,165.81,162.38,164.11,403168,156.58,150.54,154.96,69.22,1230454.0,0.2378,163.76
163.24,167.79,162.7,163.76,2803470,157.6,151.0,155.8,73.08,1102419.0,0.2343,161.89
162.26,164.03,161.03,161.89,1283980,158.76,151.36,156.38,66.91,1133731.0,0.237,158.66
157.0,160.23,155.3,158.66,292282,159.25,151.55,156.6,62.21,1132476.0,0.2479,157.0
156.54,157.3,155.97,157.0,945491,159.14,151.72,156.64,56.74,1167627.0,0.2458,157.0
156.98,157.77,155.29,157.0,1742168,159.16,151.92,156.67,55.93,1201425.0,0.2341,161.37
160.63,162.68,159.48,161.37,921319,159.71,152.13,157.12,68.73,1212116.0,0.2501,160.2
159.45,161.92,158.75,160.2,964421,160.07,152.25,157.41,61.67,1189329.0,0.247,160.82
160.28,161.38,159.34,160.82,451566,160.4,152.4,157.74,55.75,1145048.0,0.2464,160.86
161.1,161.97,160.47,160.86,1892166,160.57,152.57,158.03,59.24,1222981.0,0.2435,163.84
163.68,165.1,161.55,163.84,715849,160.54,152.81,158.59,66.2,1244695.0,0.2485,170.25
168.34,171.6,168.09,170.25,214238,161.19,153.24,159.7,72.55,1179215.0,0.2788,168.98
167.19,170.84,167.13,168.98,893582,161.9,153.68,160.58,68.77,1156883.0,0.2643,167.83
167.32,168.98,166.35,167.83,2636386,162.82,154.14,161.27,64.43,1245932.0,0.2592,170.57
170.96,171.61,170.31,170.57,882449,164.17,154.69,162.16,61.59,1274083.0,0.2484,172.41
170.04,173.28,169.79,172.41,4830149,165.71,155.27,163.13,64.74,1427916.0,0.2449,177.34
